Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,DummySub_Counts,physics_yield,physics_yield_error,%error/yield
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,3,48,72,200.00000000000006,0.4465592289150022,0.0516522999165118,11.56672991441932
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,4,72,96,53.5,0.12237466056811111,0.02120141828083219,17.325006813017417
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,5,96,120,0.8333333333333334,0.0019061473608740053,0.00232762384810521,122.11143250949652
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,6,120,144,1.0,0.0022873768330488064,0.002300059709670436,100.55447254857104
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,8,168,192,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,10,216,240,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,11,240,264,5.0,0.011436884165244032,0.005254998684477808,45.9478176796388
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,12,264,288,64.66666666666667,0.14791703520382277,0.024159479381496585,16.333128465024974
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,13,288,312,214.00000000000003,0.48404057342506496,0.05359468082745128,11.072352974093887
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,14,312,336,276.0,0.6258579370740911,0.06566791352495732,10.492463166954028
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,15,336,360,264.5,0.5940950346466503,0.06413723619687088,10.795787282588174
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,1,0,24,277.3333333333333,0.6179916351567306,0.06734643676609464,10.897629180533281
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,2,24,48,325.99999999999983,0.7402267787265313,0.07535461975656704,10.179937003387712
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,3,48,72,210.33333333333337,0.4811115938845988,0.06070115633421351,12.61685586167219
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,4,72,96,52.833333333333336,0.10993360498465289,0.022764980847413102,20.707936258973014
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,5,96,120,4.0,0.009149507332195226,0.004675391039513952,51.09992122813233
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,6,120,144,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,8,168,192,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,10,216,240,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,11,240,264,-1.0,0.007745445680428308,0.007761574701382936,-100.20823877179055
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,12,264,288,58.0,0.12720978746945122,0.022260615499318764,17.49913740298052
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,13,288,312,204.1666666666667,0.4615480345667517,0.05172779980227573,11.207457496993102
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,14,312,336,261.33333333333337,0.5868516746753291,0.06353750465177938,10.82684218068066
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,15,336,360,263.83333333333337,0.5707378413684329,0.06664818963569667,11.677548745654793
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,1,0,24,414.83333333333326,0.9270478808535619,0.0941543603582665,10.156364337036793
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,2,24,48,523.6666666666663,1.1705326573363277,0.11527249391356531,9.84786654102246
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,3,48,72,410.1666666666665,0.9218315244800468,0.09263821536779408,10.04936508545269
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,4,72,96,95.16666666666666,0.2122239597644318,0.030080235708551027,14.173817010077483
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,5,96,120,3.8333333333333335,0.008768277860020424,0.004682804457897569,53.406205102704874
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,6,120,144,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,8,168,192,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,10,216,240,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,11,240,264,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,12,264,288,70.5,0.15580199788256124,0.024966270803155884,16.024358572073442
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,13,288,312,454.16666666666646,1.0179277144280447,0.10146364312279271,9.96766682787523
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,14,312,336,504.99999999999966,1.1387510941475087,0.11090011067570175,9.738748989630938
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,15,336,360,377.66666666666646,0.8202014331690636,0.0893661010465489,10.895628492291156
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,1,0,24,104.83333333333334,0.26013342417132385,0.03802015369494,14.615635732338623
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,2,24,48,130.83333333333334,0.3210144512107135,0.040825057895875365,12.717514037733412
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,3,48,72,197.83333333333334,0.4909036160434998,0.0637509091244994,12.98644113447523
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,4,72,96,278.6666666666667,0.6878480716240104,0.07372181923902785,10.717747462018831
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,5,96,120,272.8333333333333,0.6624671267355405,0.07387021265320128,11.1507740794949
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,6,120,144,275.0,0.6714788639011648,0.07385582692963166,10.998980146678528
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,7,144,168,243.83333333333334,0.605048012023285,0.07631636748159668,12.613274643510387
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,8,168,192,214.5,0.524989539876936,0.06011033990205796,11.449816679423472
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,9,192,216,236.83333333333334,0.580407471258426,0.06500706323327879,11.200245767397169
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,10,216,240,248.66666666666669,0.6097707035575739,0.0676165054013508,11.088841265553933
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,11,240,264,296.5,0.7211935913338361,0.07903526467036547,10.958952716730469
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,12,264,288,308.0,0.7497296903287827,0.08151422111622311,10.872481397992425
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,13,288,312,188.33333333333334,0.463694946185446,0.053773102828294395,11.596654928127869
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,14,312,336,122.83333333333334,0.3011632519098812,0.039004831306789625,12.951391333249804
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,15,336,360,102.83333333333333,0.2551706243461157,0.03745701234682693,14.679202374024023
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,1,0,24,66.83333333333334,0.16584022749237018,0.02715486887903162,16.374114585847956
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,2,24,48,82.66666666666666,0.20512905944193421,0.03175111489652829,15.478604047085815
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,3,48,72,155.0,0.3809816157653112,0.04627035789476018,12.145036920433249
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,4,72,96,228.1666666666667,0.5625373760375066,0.06261671879015662,11.13112149653532
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,5,96,120,213.83333333333334,0.5269706439568486,0.05940499132711232,11.272922317087696
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,6,120,144,146.83333333333331,0.36071684981237817,0.04444474242568042,12.321227147774696
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,7,144,168,66.83333333333334,0.16220485680405475,0.025933060370281823,15.987844557336064
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,8,168,192,46.0,0.11050902529147053,0.02075336194618371,18.779789154276006
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,9,192,216,54.0,0.1267248539039874,0.023822979049766983,18.798979297160106
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,10,216,240,148.0,0.35997644568876747,0.04533945832400252,12.595118060364044
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,11,240,264,199.66666666666669,0.47727599577503005,0.0584865774909603,12.254246601274426
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,12,264,288,184.1666666666667,0.4424496678179828,0.05458450087200063,12.336883682429587
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,13,288,312,145.33333333333334,0.3569947499434721,0.04414713590176371,12.366326369996795
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,14,312,336,101.83333333333334,0.2526892244335117,0.03717517559490781,14.711816729917363
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,15,336,360,77.0,0.1910677932705113,0.03008456314416063,15.745491497652509
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,1,0,24,75.0,0.18246962275698778,0.027870645642251533,15.27412904194444
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,2,24,48,93.66666666666666,0.22878908779226326,0.032306500999859586,14.120647672319652
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,3,48,72,167.66666666666669,0.4051419399483316,0.05034601576260002,12.426759808925416
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,4,72,96,210.50000000000003,0.5077931988498889,0.0603089058133261,11.876666711945129
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,5,96,120,182.50000000000003,0.4419493719852915,0.05362229919823214,12.133131665591945
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,6,120,144,74.0,0.1763528521560683,0.02854219268883042,16.18470715946869
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,7,144,168,16.833333333333332,0.03449949048553716,0.014466246666015507,41.931769027371665
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,8,168,192,21.0,0.0521093981646849,0.012702737060666594,24.37705578659969
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,9,192,216,31.0,0.07328802660240988,0.016813498906549602,22.941672311308675
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,10,216,240,87.83333333333333,0.21794962565705508,0.03320814339869777,15.236614102265522
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,11,240,264,198.0,0.4840464413189696,0.05643882702498984,11.659795880577217
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,12,264,288,209.1666666666667,0.5044846656330838,0.06003807934713012,11.900872997157926
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,13,288,312,164.33333333333337,0.4041413482829489,0.04841531944592756,11.979798565929178
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,14,312,336,81.66666666666666,0.20264765952933014,0.03146475712127404,15.526829766676876
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,15,336,360,56.833333333333336,0.13739085767801432,0.02349333020416778,17.09963137374551
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,1,0,24,49.66666666666667,0.11960749163768536,0.021736847492723314,18.17348327859638
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,2,24,48,72.66666666666667,0.17667968962757835,0.027356912256673506,15.483903279623659
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,3,48,72,159.5,0.38487717399539856,0.04855780866173598,12.616442840103714
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,4,72,96,266.5,0.6576577060206605,0.07105325356492906,10.803987076325217
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,5,96,120,166.0,0.40464164411564024,0.04934876060878814,12.195670249571505
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,6,120,144,40.0,0.09198525512753082,0.02041817303916168,22.19722390382391
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,7,144,168,16.666666666666664,0.03045055314512105,0.0159782307855327,52.472711117541124
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,8,168,192,11.0,0.02729539903864447,0.008747914705117283,32.049044942453854
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,9,192,216,13.0,0.032258198863852554,0.009608835102279915,29.787264759680216
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,10,216,240,34.666666666666664,0.08602186363694014,0.01741274311512652,20.24222956691328
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,11,240,264,150.16666666666666,0.36171744147776075,0.046523444618509366,12.861819554081341
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,12,264,288,228.33333333333337,0.5520448306246607,0.06420570713563274,11.630524112141659
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,13,288,312,151.66666666666666,0.36543954134666684,0.046816226982121234,12.810936334256715
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,14,312,336,80.83333333333333,0.20057982626882678,0.031206720953241927,15.558255051740433
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,15,336,360,48.66666666666667,0.11712609172508132,0.02148537868911646,18.343802284077746
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,1,0,24,26.499999999999996,0.06575709768400713,0.014758264600313492,22.44360703270952
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,2,24,48,96.5,0.2358197208779747,0.03298365849624239,13.986810930587879
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,3,48,72,253.6666666666668,0.6221777031205941,0.06881884780100181,11.06096336397689
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,4,72,96,389.4999999999999,0.944693041829381,0.10010836199966312,10.596919588378157
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,5,96,120,190.33333333333334,0.45411626325739235,0.05648262380061287,12.437921380630804
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,6,120,144,18.0,0.04466519842687277,0.01159236956485246,25.953919322292595
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,7,144,168,4.0,0.00992559965041617,0.005078620403138139,51.16688746281639
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,8,168,192,4.0,0.00992559965041617,0.005078620403138139,51.16688746281639
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,9,192,216,6.0,0.014888399475624257,0.006289740067707145,42.24591150986309
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,10,216,240,18.0,0.04466519842687277,0.01159236956485246,25.953919322292595
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,11,240,264,186.33333333333337,0.4550967756719224,0.05390304008151313,11.84430278635321
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,12,264,288,419.66666666666663,1.0231839765479183,0.10622761748391535,10.382064215109455
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,13,288,312,257.00000000000006,0.6340844068509228,0.06903917172398326,10.888009699979074
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,14,312,336,81.33333333333331,0.19091441416018248,0.031172069308763675,16.327771502160882
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,15,336,360,27.666666666666664,0.06138132287208096,0.017373771057728648,28.304653997007673
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,1,0,24,2.0,0.003969072330663759,0.0028312235172038187,71.33212200066772
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,3,48,72,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,4,72,96,5.0,0.009922680826659397,0.004534428061064982,45.69761075940561
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,5,96,120,32.0,0.06350515729062015,0.012713276162866913,20.019281433611525
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,6,120,144,103.5,0.19589603043785186,0.026708151179957413,13.633839910008074
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,7,144,168,168.66666666666669,0.3347250998859771,0.040679342063159124,12.153059951887801
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,8,168,192,188.0,0.3683410677453945,0.03800899529744514,10.318967561802749
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,9,192,216,166.0,0.31992954077109437,0.03564412637927036,11.141242629036654
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,10,216,240,108.0,0.21432990585584297,0.028824322294423593,13.448576939986461
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,11,240,264,34.0,0.0627224982842851,0.014347969371288976,22.87531549884678
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,12,264,288,4.0,0.0031864133243286862,0.008106591492356234,254.41117228770472
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,13,288,312,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,1,0,24,2.0,0.003969072330663759,0.0028312235172038187,71.33212200066772
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,3,48,72,5.0,0.009922680826659397,0.004534428061064982,45.69761075940561
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,4,72,96,16.0,0.03175257864531007,0.008480207428501458,26.707145656511912
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,5,96,120,86.66666666666667,0.17199313432876287,0.024576007182759152,14.288946636545619
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,6,120,144,197.0,0.3909536245703803,0.046098232035487074,11.791227690021934
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,7,144,168,191.83333333333331,0.37594845637916685,0.03856651446526147,10.258457990944589
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,8,168,192,195.0,0.3869845522397165,0.04571558444371513,11.813284064992015
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,9,192,216,198.83333333333334,0.39459194087348876,0.0464570958384277,11.77345278152106
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,10,216,240,190.0,0.36755840873905954,0.03903069732212167,10.618910190633322
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,11,240,264,84.0,0.161949306550879,0.022644267336479472,13.982318182613154
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,12,264,288,14.0,0.027783506314646312,0.0078709125981157,28.329443047893783
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,13,288,312,3.0,0.005953608495995639,0.0034825327238322775,58.49448659875113
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,14,312,336,2.0,0.003969072330663759,0.0028312235172038187,71.33212200066772
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,15,336,360,3.0,0.005953608495995639,0.0034825327238322775,58.49448659875113
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,1,0,24,2.0,0.003969072330663759,0.0028312235172038187,71.33212200066772
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,2,24,48,3.0,0.005953608495995639,0.0034825327238322775,58.49448659875113
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,3,48,72,7.0,0.013891753157323154,0.00541037517664715,38.94666940432227
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,4,72,96,44.0,0.08731959127460272,0.015511075177391897,17.76356823363116
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,5,96,120,171.66666666666669,0.3359269770449738,0.035687666794509666,10.623638240798925
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,6,120,144,248.50000000000003,0.49315723708497206,0.05592662715995814,11.340526500338441
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,7,144,168,264.83333333333337,0.5208195964483942,0.04887342985549559,9.383946032134038
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,8,168,192,217.66666666666666,0.42246390931324146,0.04292617279273538,10.160908860242355
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,9,192,216,258.5,0.513002598738291,0.0578223898932083,11.271363933714976
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,10,216,240,261.0,0.5084604764776229,0.04894045520703317,9.625223094245165
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,11,240,264,157.66666666666669,0.3033917393933288,0.034484266714513725,11.36625103355467
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,12,264,288,35.0,0.0694587657866158,0.013432433062947653,19.338715439046837
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,13,288,312,6.0,0.011907216991991277,0.004988169397804137,41.89198366972862
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,14,312,336,4.0,0.007938144661327518,0.0040385357806303,50.87505900849789
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,15,336,360,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,1,0,24,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,3,48,72,6.0,0.011907216991991276,0.004988169397804137,41.891983669728624
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,4,72,96,59.0,0.11708763375458094,0.018798424322981965,16.055004034315022
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,5,96,120,225.66666666666669,0.43834019863589657,0.044042706548602054,10.04760838400444
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,6,120,144,276.8333333333333,0.5398822990953777,0.0511423939425281,9.472878445583763
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,7,144,168,261.83333333333337,0.5148659879523984,0.04845333595861627,9.410863621291682
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,8,168,192,226.0,0.4437534420280059,0.043406237363090475,9.781611420233457
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,9,192,216,261.0,0.4989570138036252,0.05015404483009519,10.051776694702271
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,10,216,240,287.66666666666663,0.5566297095494745,0.05322372886848055,9.561783705644965
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,11,240,264,234.83333333333334,0.45653178015143864,0.045311623913403584,9.925185032764427
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,12,264,288,45.833333333333336,0.08620617624071233,0.01646159764621387,19.09561282505835
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,13,288,312,7.0,0.013891753157323154,0.00541037517664715,38.94666940432227
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,14,312,336,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,15,336,360,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,1,0,24,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,3,48,72,8.0,0.015876289322655033,0.005807926882601353,36.58239507082804
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,4,72,96,179.83333333333334,0.3473822910581854,0.03760924814764258,10.8264724816796
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,5,96,120,496.49999999999994,0.9710670120762822,0.0817353781809033,8.417068767081398
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,6,120,144,550.5000000000001,1.073480233667205,0.08947944204068786,8.335453158276582
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,7,144,168,292.6666666666667,0.5760558530501314,0.05276782462713445,9.160192427129513
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,8,168,192,169.66666666666666,0.3177027107033134,0.037720929063294655,11.873027139047716
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,9,192,216,258.6666666666667,0.4895746980808518,0.05045661120657794,10.306213005772038
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,10,216,240,537.3333333333333,1.056853970164333,0.08689354248075624,8.22190623622722
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,11,240,264,512.5,0.9885643967105956,0.0851544652606221,8.61395226694081
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,12,264,288,145.83333333333331,0.2846597927739002,0.031934491254855694,11.21847625323772
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,13,288,312,4.0,0.007938144661327518,0.0040385357806303,50.87505900849789
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,15,336,360,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
